Me,Address,Count,Continent,sov_a3,Country,Mcount,Description,FeatureCount,Fee,longtitude,latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,MuseumLoctation,MuseumTopic,Color,,,,,ColorCode
2,"Dionysiou Areopagitou 15 | Makriyianni, Athens 117 42, Greece",397,Europe,GRC,Greece,16,"Modern, uptodate building on the foot of the Acropolis housing important ancient Greek statues and much more",11,Yes ,23.7293284,37.9694164,2-3 hours ,Acropolis Museum,30 210 9000900,1,4.5,"18,258",324,Museums,History,Black,,,,,
2,"Xanthoudidou 1 | Xanthoudidou 1 & Bofor, Heraklion, Crete 712 02, Greece",397,Europe,GRC,Greece,16,"A museum delineating the history of the island Crete, complete with artifacts belonging to the ancient civilizations that once populated the island.",0,NA,25.1348831,35.3413593,2-3 hours ,Heraklion Archaeological Museum,(+30) 281 027 9000,1,4.5,"3,334",68,Museums,Art,Orange,,,,,
2,"Qinling North Road, Lintong District, Xi'an 710600, China (Formerly The Terracotta Army,Terra Cotta Warriors and Horses)",122,Asia,CHN,China,11,"One of the most significant archaeological finds in the world, this 16,300-square-meter excavation reveals more than 7,000 life-size terracotta figures of warriors and horses arranged in battle formations.",0,,109.278466,34.3839,Yes ,The Museum of Qin Terra-cotta Warriors and Horses,029- 81399127,1,4.5,"9,454",334,Museums,History,Black,,,,,
,"No.750, Section 3, Qingyun Road, Toucheng Town, Yilan, Taiwan",122,Asia,TWN,China,11,,0,NA,121.832067,24.8686772,NA,Lanyang Museum,03-9779700,1,4,286,231,Museums,History,Black,,,,,
,"Taman Sampoerna 6, Surabaya 60163, Indonesia",122,Asia,IDN,Indonesia,11,,2,NA,112.733392,-7.231027,NA,Sampoerna Museum,+62 31 3539000 ,1,4,896,85,Museums,Art,Orange,,,,,
,"Jl.Boyong Taman wisata Kaliurang, Yogyakarta 55581, Indonesia",122,Asia,IDN,Indonesia,11,,0,NA,110.396418,-7.7173988,NA,Ullen Sentalu,(62-0274) 895161,1,4.5,846,211,Museums,History,Black,,,,,
,"Jl. Diponegoro 57, Bandung 75601, Indonesia",122,Asia,IDN,Indonesia,11,,0,NA,107.620052,-6.9005719,NA,Geology Museum,(022) 7203822,1,4,450,119,Museums,Science,Gray,,,,,
,"Galarvarvsvagen 14 | Djurgarden, Stockholm 115 21, Sweden",397,Europe,SWE,Sweden,11,The Vasa ship capsized and sank in Stockholm 1628. After 333 years on the sea bed the mighty warship was salvaged and the voyage could continue. Today Vasa is the world's only preserved 17th century ship and the most visited museum in Scandinavia.,2,Yes ,18.091683,59.3282621,1-2 hours ,Vasa Museum,+46 8 519 548 00,1,4.5,"18,347",284,Museums,History,Black,,,,,
,"2 Carl Cederstroems Gata, Linkoping 586 63, Sweden",397,Europe,SWE,Sweden,11,"Flygvapenmuseum, the Swedish Air Force Museum, is a modern technical and cultural history museum with exhibitions that trace the development of military aviation from the pioneers of the early 20th century to the present. ",0,NA,15.5245272,58.4099767,NA,The Swedish Air Force Museum,+46 13 28 35 67,1,4.5,404,21,Educational sites,History,Black,,,,,
,"quai d' Ouchy 1, Lausanne 1006, Switzerland",397,Europe,CHE,Switzerland,10,,0,NA,6.6344618,46.5080012,NA,Olympic Museum Lausanne (Musee Olympique),41 21 621 65 11,1,4.5,"1,434",78,Museums,History,Black,,,,,
,"55 Cable St, Wellington 6011, New Zealand",13,Oceania,NZL,New Zealand,9,"Experience the whole of New Zealand in one building! Te Papa is New Zealand's bold, innovative and interactive national museum. Explore the great treasures and stories of this country, its unique natural environment, Maori culture and taonga (treasures), dynamic art heritage, and its fascinating history. Te Papa is located on Wellington's spectacular waterfront. Open 10am to 6pm every day except Christmas Day. General admission is free.",0,NA,174.781737,-41.290502,No ,Museum of New Zealand (Te Papa Tongarewa),+64 4-381 7000,1,4.5,"7,785",212,Museums,Natural History,Green,,,,,
,"655 Main Rd | Moorilla Estate, Berriedale, Glenorchy, Tasmania 7011, Australia",13,Oceania,NZL,New Zealand,9,"Mona - the Museum of Old and New Art - is Australia's largest privately owned museum. It showcases owner David Walsh's collection, which includes more than 2000 artworks, antiquities and ethnographic pieces. The collection ranges from Egyptian funerary objects to some of the world's most infamous and thought-provoking contemporary art. Since opening in January 2011 it has welcomed more than 1.4 Million visitors. The 3.5 Ha site, just north of Hobart, also includes the Ether Building Function Centre, Moorilla winery and vineyard, Cellar Door, Wine Bar and Barrel Room, Void Bar, The Source Restaurant, a 63-seat cinema, the Mona Library and gallery, as well as eight contemporary accommodation pavilions. ",0,NA,147.233008,-42.795413,More than 3 hours ,Mona,+61 3 6277 9900,1,4,"4,225",2,Museums,Art,Orange,,,,,
,"31 Queens Garden, Dunedin, New Zealand",13,Oceania,NZL,New Zealand,9,"Toit Otago Settlers Museum is a museum of social history dedicated to telling the story of the people of Dunedin and the surrounding area, whose character, culture, technology, art, fashion and transport shaped New Zealands first great city.Its fourteen themed galleries feature interactive displays and powerful narratives tracing the human history of the area, from the earliest settlers to the most recent arrivals.Captivating exhibitions are complemented by an on site shop and caf. A well-equipped research centre and archive is available for those interested in genealogy and other aspects of local history.",0,NA,170.505842,-45.876974,NA,Toitu Otago Settlers Museum,6434775052,1,4.5,"1,076",93,Museums,History,Black,,,,,
,"Ayasofya Square, Sultanahmet, Istanbul, Turkey",122,Asia,TUR,Turkey,9,"This architectural marvel displays 30 million gold tiles throughout its interior, and a wide, flat dome which was a bold engineering feat at the time it was constructed in the 6th century.",27,Yes ,28.9764295,41.0040419,1-2 hours ,Hagia Sophia Museum / Church (Ayasofya),+90 212 522 1750,1,4.5,"29,036",998,Architectural Buildings,History,Black,,,,,
,"Konyaalti Cad. No: 88, Antalya 07050, Turkey",122,Asia,TUR,Turkey,9,The museum contains 13 display halls with exhibits from the Paleolithic Age to Ottoman times. A special children's section offers activities to stimulate an interest in antiques and museums.,2,Yes ,30.6828484,36.8848174,2-3 hours ,Antalya Muzesi,0242 2385688,1,4.5,"1,377",138,Museums,Art,Orange,,,,,
,"Konya, Turkey",122,Asia,TUR,Turkey,9,,0,NA,32.4931554,37.8746429,NA,Mevlana Museum,0332-351-1215,1,4.5,"1,334",49,Historic Sites,History,Black,,,,,
,"Mithat Pasa Mah. Sani Konukoglu Bulv., Sehitkamil Merkez, Sehitkamil, Gaziantep, Turkey",122,Asia,TUR,Turkey,9,,0,NA,37.37811,37.065953,Yes ,Gaziantep Zeugma Mosaic Museum,(342) 324 88 09 ,1,5,893,34,Ancient Ruins,Art,Orange,,,,,
,"Rue de l'Eglise 7, La Gleize 4987, Belgium",397,Europe,BEL,Belgium,8,"The December 44 Museum is located in the hearth of the Belgian Ardennes, in the village of La Gleize, where the Battle of the Bulge was fought, on the northern part of the offensive. Surrounded by American airborne, armored and infantry forces, 800 German survivors of the 1st Panzer SS, a ""Leibstandarte Adolf Hitler"" elite division, lead by Peiper, fled on Christmas Eve leaving behind 135 armoured vehicles including the 69 tonne King Tiger tank, still visible at the museum.The museum accurately recounts these tragic events through one of the most important collection in Europe, most of it collected on the very battlefield where it was fought.",0,NA,5.8444831,50.4114165,NA,December 44 Historical Museum,+32 (0)80 78 51 91,1,4.5,121,1,Museums,History,Black,,,,,
,"Alameda Antonio Brennand | Vrzea, Recife, State of Pernambuco 50741-904, Brazil",22,South America,BRA,Brazil,8,,0,,-122.24164,37.7652065,NA,Instituto Ricardo Brennand,+55(81)2121-0352,1,5,"6,464",194,Museums,History,Black,,,,,
,"Avenida Ipiranga 6681, Porto Alegre, State of Rio Grande do Sul 90619-900, Brazil",22,South America,BRA,Brazil,8,,0,NA,-51.173351,-30.058702,NA,PUCRS Science and Technology Museum,51 3320 3521,1,4.5,"3,087",228,Museums,Science,Gray,,,,,
,"207 Moo 11 | Tha Sao Subdistrict, Sai Yok 71000, Thailand",122,Asia,THA,Thailand,8,A memorial dedicated to the Asian labourers and Allied prisoners of war who suffered and died constructing and maintaining the Burma-Thailand railway during WW II.,0,,98.968767,14.412775,NA,Hellfire Pass Memorial Museum and Walking Trail,6634919605,1,4.5,"1,471",12,Scenic Walking Areas,Military,Blue,,,,,
,"29 Church Street, George Town, Penang Island 10200, Malaysia",122,Asia,MYS,Malaysia,7,,0,NA,100.319752,5.4052968,NA,Pinang Peranakan Mansion,604-2642929,1,4.5,"2,283",113,Museums,History,Black,,,,,
,"Nos. 48 & 50 Jalan Tun Tan Cheng Lock, Melaka 75200, Malaysia",122,Asia,MYS,Malaysia,7,"The Baba & Nyonya Heritage Museum is located in Melaka, a world UNESCO Site. The house is a combination of three terrace lots that were acquired by the Chan family in 1861. Four generations lived in the house before it was opened as a museum in March 1985. ",0,NA,102.246694,2.1953686,NA,Baba & Nyonya Heritage Museum,+606-283 1273,1,4.5,"1,238",119,Museums,History,Black,,,,,
,"3 Jalan Bijeh Timah, Ipoh 30000, Malaysia",122,Asia,MYS,Malaysia,7,"Ipoh World (IpohWorld) is an education-based, not-for-profit organisation established in 2004 to promote awareness and appreciation of Perak, the Silver State of Malaysia and its unique, diverse and rich heritage, with particular focus on Ipoh and the Kinta Valley. In 2006 we ran our first public exhibition ""The Story of Ipoh: From Feet to Flight"", in cooperation with Darul Ridzuan Museum. Since then, supported by sponsorship, we have run several more exhibitions while continuing to seek further financial support for a permanent, lively and interesting heritage gallery for Ipoh, thus enhancing both education and tourism. This current project, our first permanent, museum quality exhibition is our first step to fulfilling this objective. Advance booking is recommended as space in the building is limited. You may book via our website by clicking on Exhibitions or by the QR Code on our brochure. It is quick and easy and you receive a booking confirmation by return.",0,NA,101.078988,4.5963563,1-2 hours ,Ipoh World at Han Chin Pet Soo,+60 5-241 4541,1,4.5,452,43,Museums,History,Black,,,,,
,"Gl Strandvej 13, Humlebaek 3050, Denmark",397,Europe,DNK,Denmark,6,"The Louisiana Museum of Modern Art collection focuses on contemporary works from 1945 to the present. Works by Pablo Picasso, Jean Dubuffet and Louise Bourgeois are part of the permanent exhibition at this white villa named Louise, after the first (and second and third) wife of the man who commissioned the building.",0,Yes ,12.5430501,55.969253,More than 3 hours ,Louisiana Museum of Modern Art,45 4919 0719,1,4.5,"1,418",3,Museums,Art,Orange,,,,,
,"Avenida Paseo de la Reforma | Chapultepec Polanco, Mexico City 11560, Mexico",311,North America,MEX,Mexico,6,"Considered one of the world's most comprehensive natural history museums, this famous institution houses four square kilometers of exhibits in 23 exhibition halls.",6,NA,-99.200245,19.427238,NA,National Museum of Anthropology (Museo Nacional de Antropologia),05 553 6266,1,5,"10,557",463,Museums,Natural History,Green,,,,,
,"Pohjoisranta 4, Rovaniemi 96200, Finland",397,Europe,FIN,Finland,4,"Arktikum in Rovaniemi is a museum, Arctic science centre and conference venue right on the Arctic Circle.",0,NA,25.7255173,66.5073762,1-2 hours ,Arktikum,3.58E+11,1,4,835,52,Museums,History,Black,,,,,
,"Km 6 Asin Road | Tadiangan, Tuba, Baguio, Luzon, Philippines",122,Asia,PHL,Philippines,4,,0,NA,120.596007,16.4023332,NA,BenCab Museum,(+63 74) 442 7165,1,4.5,645,62,Museums,Art,Orange,,,,,
,"1 Sierra Madre Street, Antipolo City, Luzon, Philippines",122,Asia,PHL,Philippines,4,,0,NA,121.124485,14.6254827,NA,Pinto Art Museum,63-2-6971015,1,4.5,238,13,Galleries,Art,Orange,,,,,
,"Avenida Bolivar 1515 | Pueblo Libre, Lima Lima 21, Peru",22,South America,PER,Peru,1,"MUSEO LARCO OPENS FROM 9AM TO 10PM, DAILY. The Museo Larco is housed in an exquisite 18th century vice-royal mansion, built over a 7th century pre-Columbian pyramid and surrounded by beautiful gardens. The museums galleries exhibit the finest and most magnificent gold and jewelry treasures from Ancient Peru and the renowned erotic collection, one of Perus most celebrated attractions. Founded in 1926 and located in Lima, the Museo Larco holds the largest and most important archaeological collection of Ancient Peru in the world. Peru is known worldwide thanks to the legendary Inca Empire on the Andes Mountains; however few are aware that this society existed only for the last 100 years before the arrival of the Spanish conquistadores. The Museo Larco portrays to the visitor an engaging narrative, recounting 5000 years in the development of Perus pre-Columbian history; thus becoming the ideal means to understand and enjoy Ancient Peru. On the Museums terraces overlooking its vibrant and stunning gardens, find Museo Larcos Caf restaurant, where one can savour the best of Peruvian and International cuisine.All in all, its accurate to say that to become fascinated by Peruvian history, the journey begins at Museo Larco!",4,Yes ,-77.070976,-12.072056,2-3 hours ,Museo Larco,+51 1 4611312,1,4.5,"6,463",307,Museums,History,Black,,,,,
,"| Corniche, Doha, Qatar",122,Asia,QAT,Qatar,1,"Set in the MIA Park on the Doha waterfront, the museum building stands out as an architectural gem. Once inside, you will see masterpieces of Islamic art, including metalwork, ceramics, jewellery, woodwork, textiles and glass, collected from three continents and dating from the 7th to the 19th century. Entry to the museum is FREE.",0,NA,51.5215786,25.3143643,2-3 hours ,Museum of Islamic Art,+974 4422 4444,1,4.5,"3,291",91,Museums,Art,Orange,,,,,
,"Al-Muraba - King Abdul Aziz Historical Center, Riyadh 11481, Saudi Arabia",122,Asia,SAU,Saudi Arabia,1,"The history of Islam is the major focus of this museum, which consists of 10 galleries, courtyards and a section that houses fancy cars and other belongings of the founding king of Saudi Arabia.",0,NA,46.7103848,24.6485998,NA,National Museum,NA,1,4.5,378,60,Museums,History,Black,,,,,
,"945 Magazine Street, New Orleans, LA 70130-3813",311,North America,USA,Unite States,,"Founded by historian and author, Stephen Ambrose, the Museum tells the story of the American Experience in the war that changed the world - why it was fought, how it was won, and what it means today - so that all generations will understand the price of freedom and be inspired by what they learn. ",11,NA,-90.070086,29.9430044,NA,The National WWII Museum,+1 504-528-1944,1,5,"15,613",319,Military Museums,Military,Blue,,,,,
